"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1305","@web Browser context Playwright test","","Mon Mar 17 17:48:54 IST 2025","passed","Mon Mar 17 17:48:55 IST 2025","","uiBasics.spec.js","",""
